SRAnumber,organism,tissue,general_celltype,specific_celltype,treatment_code,treatment_code_2,treated_or_like_treated,repnumber,keyword,exptype,mapped_reads,total_reads,percent_mapped,TSS,bidirectionals
SRR1950503,human,Myeloid,preB-cell,Nalm6,TEL-AML1_12hr,TEL-AML1_12hr,yes,rep1-a,Heinaniemi2015,GRO-seq,19720468,23696458,0.832211633,0.240051,25882
SRR1950504,human,Myeloid,preB-cell,Nalm6,TEL-AML1_12hr,TEL-AML1_12hr,yes,rep1-b,Heinaniemi2015,GRO-seq,18124767,21855625,0.829295296,0.251153,24491
SRR1950505,human,Myeloid,preB-cell,Nalm6,TEL-AML1_12hr,TEL-AML1_12hr,yes,rep2-a,Heinaniemi2015,GRO-seq,20089453,23375237,0.859433126,0.268323,24791
SRR1950506,human,Myeloid,preB-cell,Nalm6,TEL-AML1_12hr,TEL-AML1_12hr,yes,rep2-b,Heinaniemi2015,GRO-seq,17937430,20982096,0.85489219,0.282667,23441
SRR1950507,human,Myeloid,preB-cell,Nalm6,TEL-AML1_24hr,TEL-AML1_24hr,yes,rep1-a,Heinaniemi2015,GRO-seq,19417586,23119890,0.839864982,0.230206,28683
SRR1950508,human,Myeloid,preB-cell,Nalm6,TEL-AML1_24hr,TEL-AML1_24hr,yes,rep1-b,Heinaniemi2015,GRO-seq,17797139,21232000,0.838222447,0.239881,27151
SRR1950509,human,Myeloid,preB-cell,Nalm6,TEL-AML1_24hr,TEL-AML1_24hr,yes,rep2-a,Heinaniemi2015,GRO-seq,20239165,22910472,0.883402359,0.29691,21131
SRR1950510,human,Myeloid,preB-cell,Nalm6,TEL-AML1_24hr,TEL-AML1_24hr,yes,rep2-b,Heinaniemi2015,GRO-seq,18013384,20467690,0.880088764,0.308765,20514
SRR1950511,human,Myeloid,preB-cell,Nalm6,TEL-AML1-mut_24hr,TEL-AML1-mut_24hr,yes,rep1-a,Heinaniemi2015,GRO-seq,16200294,18255374,0.887426026,0.292083,22901
SRR1950512,human,Myeloid,preB-cell,Nalm6,TEL-AML1-mut_24hr,TEL-AML1-mut_24hr,yes,rep1-b,Heinaniemi2015,GRO-seq,14812297,16720576,0.885872413,0.303598,22095
SRR1950513,human,Myeloid,preB-cell,Nalm6,TEL-AML1-mut_24hr,TEL-AML1-mut_24hr,yes,rep2-a,Heinaniemi2015,GRO-seq,14209011,16518771,0.860173617,0.320186,19598
SRR1950514,human,Myeloid,preB-cell,Nalm6,TEL-AML1-mut_24hr,TEL-AML1-mut_24hr,yes,rep2-b,Heinaniemi2015,GRO-seq,12651313,14793183,0.855212364,0.336955,18682
SRR1991266,mouse,ESC,v6.5,v6.5,na,none,no,rep1,Sigova2015,GRO-seq,8604665,182303209,0.047199745,0.272892,28813
SRR1991267,mouse,ESC,BirA,BirA,DMSO,none,no,rep1,Sigova2015,GRO-seq,8043701,33474883,0.240290638,0.181623,17612
SRR1991268,mouse,ESC,BirA,BirA,ActD,ActD,yes,rep1,Sigova2015,GRO-seq,9826467,27544514,0.356748607,0.202886,4521
SRR2036963,mouse,ESC,v6.5,v6.5,7SK_ASO_12hr,7SK_ASO_12hr,yes,rep1,Flynn2016,GRO-seq,23006033,46324819,0.496624347,0.249638,28354
SRR2036964,mouse,ESC,v6.5,v6.5,7SK_ASO_12hr,7SK_ASO_12hr,yes,rep2,Flynn2016,GRO-seq,2383780,51981490,0.045858247,0.308018,17356
SRR2036965,mouse,ESC,v6.5,v6.5,control,none,no,rep1,Flynn2016,GRO-seq,17218149,65448213,0.263080506,0.504665,8988
SRR2036966,mouse,ESC,v6.5,v6.5,control,none,no,rep2,Flynn2016,GRO-seq,3010040,46762874,0.064368157,0.312561,17109
SRR2084576,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep1-a,Chen2015,GRO-seq,4049296,15014277,0.26969637,0.363394,17653
SRR2084577,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep1-b,Chen2015,GRO-seq,3067487,10838874,0.283007903,0.405546,15002
SRR2084578,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep1-c,Chen2015,GRO-seq,4330134,15959529,0.271319661,0.355596,18237
SRR2084579,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep1-d,Chen2015,GRO-seq,3108616,11106620,0.279888571,0.392667,15601
SRR2084580,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep2-a,Chen2015,GRO-seq,5577697,22964802,0.242880256,0.305991,19896
SRR2084581,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep2-b,Chen2015,GRO-seq,4417308,17576219,0.251322995,0.332866,17818
SRR2084582,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep2-c,Chen2015,GRO-seq,6306739,25751924,0.244903604,0.294471,21126
SRR2084583,human,colon_cancer,HCT116,HCT116,shPAF1,shPAF1,yes,rep2-d,Chen2015,GRO-seq,4642803,18687293,0.24844706,0.322677,18362
SRR2084584,human,colon_cancer,HCT116,HCT116,control,none,no,rep1-a,Chen2015,GRO-seq,6998398,18606910,0.376118227,0.407952,18914
SRR2084585,human,colon_cancer,HCT116,HCT116,control,none,no,rep1-b,Chen2015,GRO-seq,5927731,14790808,0.400771276,0.428309,17387
SRR2084586,human,colon_cancer,HCT116,HCT116,control,none,no,rep1-c,Chen2015,GRO-seq,7859861,20670024,0.380254082,0.391621,19764
SRR2084587,human,colon_cancer,HCT116,HCT116,control,none,no,rep1-d,Chen2015,GRO-seq,6527768,16385449,0.398388106,0.412457,18191
SRR2084588,human,colon_cancer,HCT116,HCT116,control,none,no,rep2-a,Chen2015,GRO-seq,9985094,32589473,0.306390165,0.251965,28365
SRR2084589,human,colon_cancer,HCT116,HCT116,control,none,no,rep2-b,Chen2015,GRO-seq,8864953,26566451,0.333689773,0.271437,25796
SRR2084590,human,colon_cancer,HCT116,HCT116,control,none,no,rep2-c,Chen2015,GRO-seq,11056881,35824514,0.308640084,0.240621,30122
SRR2084591,human,colon_cancer,HCT116,HCT116,control,none,no,rep2-d,Chen2015,GRO-seq,9905371,29912544,0.331144385,0.253915,27714
SRR2153508,human,breast_cancer,MCF7,MCF7_AKT1low,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep1,Salony2016,GRO-seq,84244820,102786946,0.819606217,0.134992,14949
SRR2153509,human,breast_cancer,MCF7,MCF7_AKT1low,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep2,Salony2016,GRO-seq,76711651,95476419,0.803461753,0.075754,15524
SRR2153510,human,breast_cancer,MCF7,MCF7_AKT1wt,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep1,Salony2016,GRO-seq,96110277,103092841,0.932269167,0.062461,3202
SRR2153511,human,breast_cancer,MCF7,MCF7_AKT1wt,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep2,Salony2016,GRO-seq,76683920,97832031,0.783832444,0.083092,16572
SRR2153512,human,colon_cancer,HCT116,HCT116_AKT1low,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep1,Salony2016,GRO-seq,79762781,101126414,0.788743295,0.160635,11965
SRR2153513,human,colon_cancer,HCT116,HCT116_AKT1low,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep2,Salony2016,GRO-seq,82815256,96169449,0.861138926,0.085915,21172
SRR2153514,human,colon_cancer,HCT116,HCT116_AKT1wt,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep1,Salony2016,GRO-seq,12156791,12679289,0.958791222,0.070724,1824
SRR2153515,human,colon_cancer,HCT116,HCT116_AKT1wt,DMSO_Akti_72hr,DMSO_Akti_72hr,yes,rep2,Salony2016,GRO-seq,169443856,175757750,0.964076156,0.082243,1605
SRR2226207,mouse,ESC,v6.5,v6.5,7SK_ASO_12hr,7SK_ASO_12hr,yes,rep3,Flynn2016,GRO-seq,8863176,100599779,0.088103335,0.145729,32698
SRR2226208,mouse,ESC,v6.5,v6.5,7SK_ASO_12hr,7SK_ASO_12hr,yes,rep4,Flynn2016,GRO-seq,8746647,84759880,0.103193244,0.15057,31846
SRR2226209,mouse,ESC,v6.5,v6.5,control,none,no,rep3,Flynn2016,GRO-seq,5359315,86427150,0.062009623,0.239904,24938
SRR2226210,mouse,ESC,v6.5,v6.5,control,none,no,rep4,Flynn2016,GRO-seq,5798062,94563002,0.061314276,0.208628,26443
SRR2820481,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep1-a,Wei2016,GRO-seq,21262300,35044927,0.606715488,0.324789,25171
SRR2820482,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep1-b,Wei2016,GRO-seq,21788715,35893147,0.607043874,0.317191,25383
SRR2820483,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep2-a,Wei2016,GRO-seq,26395726,40598987,0.650157256,0.31699,24396
SRR2820484,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep2-b,Wei2016,GRO-seq,27079077,41647638,0.650194784,0.31298,24883
SRR2820485,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep3-a,Wei2016,GRO-seq,37337755,48062870,0.776852381,0.240031,32718
SRR2820486,mouse,NSPC,NSPC(129SVE),NSPC_ATM-KO,TA,none,no,rep3-b,Wei2016,GRO-seq,38355936,49346553,0.777276905,0.237008,32903
SRR2820487,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep1-a,Wei2016,GRO-seq,20586080,25537133,0.806123381,0.324935,25363
SRR2820488,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep1-b,Wei2016,GRO-seq,21166160,26248730,0.806368918,0.32555,25606
SRR2820489,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep2-a,Wei2016,GRO-seq,52702390,57966371,0.909189054,0.309903,26210
SRR2820490,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep2-b,Wei2016,GRO-seq,52490482,57777511,0.908493306,0.308558,26026
SRR2820491,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep3-a,Wei2016,GRO-seq,28474361,32267642,0.882443192,0.331087,25181
SRR2820492,mouse,NSPC,NSPC(129SVE),NSPC_Xrcc4-KO_p53-KO,none,none,no,rep3-b,Wei2016,GRO-seq,28379235,32196192,0.881446943,0.32842,25065
SRR2960994,human,leukemia,K562,K562,control_NA_.5hr_0hr_NA,none,no,rep1-a,Magnuson2015,Bru-seq,44073587,44515576,0.990071138,0.061412,10112
SRR2960995,human,leukemia,K562,K562,control_NA_.5hr_0hr_NA,none,no,rep1-b,Magnuson2015,Bru-seq,44184444,44625841,0.990108937,0.061058,9925
SRR2960996,human,leukemia,K562,K562,control_NA_.5hr_6hr_.5hr,none,no,rep1-a,Magnuson2015,Bru-seq,44894674,46105011,0.973748255,0.085375,14981
SRR2960997,human,leukemia,K562,K562,control_NA_.5hr_6hr_.5hr,none,no,rep1-b,Magnuson2015,Bru-seq,45108808,46325394,0.973738248,0.084943,15116
SRR2960998,human,leukemia,K562,K562,uv25J/m^2_0hr_.5hr_0hr_.5hr,uv25J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-a,Magnuson2015,Bru-seq,42483961,43007304,0.9878313,0.086588,10729
SRR2960999,human,leukemia,K562,K562,uv25J/m^2_0hr_.5hr_0hr_.5hr,uv25J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-b,Magnuson2015,Bru-seq,42610581,43137746,0.987779496,0.08924,10892
SRR2961000,human,leukemia,K562,K562,uv100J/m^2_0hr_.5hr_0hr_.5hr,uv100J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-a,Magnuson2015,Bru-seq,42059007,42582349,0.987709884,0.095452,12446
SRR2961001,human,leukemia,K562,K562,uv100J/m^2_0hr_.5hr_0hr_.5hr,uv100J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-b,Magnuson2015,Bru-seq,42167959,42694360,0.987670479,0.094876,12237
SRR2961002,human,foreskin_fibroblasts,HF1,HF1,control_NA_.5hr_0hr_NA,none,no,rep1-a,Magnuson2015,Bru-seq,30486465,30769678,0.990795711,0.059187,6961
SRR2961003,human,foreskin_fibroblasts,HF1,HF1,control_NA_.5hr_0hr_NA,none,no,rep1-b,Magnuson2015,Bru-seq,30557843,30829867,0.991176608,0.058427,6966
SRR2961004,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep1-a,Magnuson2015,Bru-seq,28857436,29268863,0.985943185,0.069911,29137
SRR2961005,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep1-b,Magnuson2015,Bru-seq,28923954,29327394,0.986243578,0.068358,29097
SRR2961006,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_.5hr,uv20J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-a,Magnuson2015,Bru-seq,25707859,27275969,0.942509467,0.063125,30194
SRR2961007,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_.5hr,uv20J/m^2_0hr_.5hr_0hr_.5hr,yes,rep1-b,Magnuson2015,Bru-seq,25783358,27339596,0.943077506,0.062048,30267
SRR2961008,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep2-a,Magnuson2015,Bru-seq,12364426,12648002,0.977579384,0.056391,14825
SRR2961009,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep2-b,Magnuson2015,Bru-seq,12344811,12634804,0.977048081,0.062939,14665
SRR2961010,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep2-c,Magnuson2015,Bru-seq,12148690,12434243,0.977034951,0.061724,14500
SRR2961011,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep2-d,Magnuson2015,Bru-seq,12162502,12447804,0.977080134,0.063496,14489
SRR2961012,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep3-a,Magnuson2015,Bru-seq,14218033,14461487,0.983165355,0.053363,17484
SRR2961013,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep3-b,Magnuson2015,Bru-seq,14320909,14572016,0.982767861,0.053847,17587
SRR2961014,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep3-c,Magnuson2015,Bru-seq,14111143,14360105,0.98266294,0.051861,17084
SRR2961015,human,foreskin_fibroblasts,HF1,HF1,uv20J/m^2_0hr_.5hr_0hr_NA,uv20J/m^2_0hr_.5hr_0hr_NA,yes,rep3-d,Magnuson2015,Bru-seq,14117707,14366180,0.98270431,0.052178,17402
SRR408117,human,lung,Epithelial,A549,none,none,no,rep1,Marazzi2012,GRO-seq,58079306,99689640,0.582601221,0.224954,35136
SRR408118,human,lung,Epithelial,A549,Flag-NS1_12hr,Flag-NS1_12hr,yes,rep1,Marazzi2012,GRO-seq,56163243,92840975,0.604940254,0.240481,32568
SRR408119,human,lung,Epithelial,A549,delta-PAF_12hr,delta-PAF_12hr,yes,rep1,Marazzi2012,GRO-seq,54146865,100862853,0.53683654,0.3018,25613
SRR497904,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-a,Hah2013,GRO-seq,2492024,3567059,0.698621469,0.341484,21143
SRR497905,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-b,Hah2013,GRO-seq,830893,1490968,0.557284261,0.455042,11177
SRR497906,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-c,Hah2013,GRO-seq,4102726,6530240,0.62826573,0.292466,27463
SRR497907,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-a,Hah2013,GRO-seq,4932358,5820155,0.847461623,0.255173,29478
SRR497908,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-b,Hah2013,GRO-seq,4920064,5791707,0.849501537,0.254195,29859
SRR497909,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-c,Hah2013,GRO-seq,2167349,2734814,0.792503256,0.321997,19612
SRR497910,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-d,Hah2013,GRO-seq,2245538,2840867,0.790441087,0.321321,20257
SRR497911,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1,Hah2013,GRO-seq,6879833,8192839,0.839737361,0.275616,28264
SRR497912,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-a,Hah2013,GRO-seq,9893123,12772440,0.774567976,0.247332,34019
SRR497913,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep2-b,Hah2013,GRO-seq,8551293,10956742,0.780459465,0.266526,31344
SRR497914,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-a,Hah2013,GRO-seq,5096790,5716069,0.891659985,0.283395,26606
SRR497915,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-b,Hah2013,GRO-seq,443384,655442,0.676465652,0.437855,4924
SRR497916,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep1-c,Hah2013,GRO-seq,5705837,6563255,0.869360858,0.270813,28359
SRR497917,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-a,Hah2013,GRO-seq,5165961,6094861,0.847592915,0.278614,26517
SRR497918,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-b,Hah2013,GRO-seq,5016208,5914307,0.848148059,0.282311,26276
SRR497919,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-c,Hah2013,GRO-seq,6153,6400,0.96140625,0,2
SRR497920,human,breast_cancer,MCF7,MCF7,E2_40min,E2_40min,yes,rep2-d,Hah2013,GRO-seq,1995517,2676309,0.745622796,0.364064,16802
SRR497921,human,breast_cancer,MCF7,MCF7,E2_160min,E2_160min,yes,rep1,Hah2013,GRO-seq,9696785,12796066,0.757794231,0.269479,30006
SRR497922,human,breast_cancer,MCF7,MCF7,E2_160min,E2_160min,yes,rep2-a,Hah2013,GRO-seq,8498782,12786121,0.664688063,0.288082,28294
SRR497923,human,breast_cancer,MCF7,MCF7,E2_160min,E2_160min,yes,rep2-b,Hah2013,GRO-seq,7072686,11239959,0.629244822,0.32674,25127
SRR531824,human,Myeloid,B-cell,B-cell,none,none,no,rep1,Wang2014,GRO-seq,31190159,202924727,0.153703097,0.194628,12285
SRR531825,human,Myeloid,B-cell,B-cell,none,none,no,rep1,Wang2014,GRO-seq,22163092,219020490,0.101191866,0.109269,13691
SRR531826,human,Myeloid,B-cell,B-cell,none,none,no,rep1,Wang2014,PRO-seq,30249102,78865125,0.38355486,0.253038,30114
SRR543417,mouse,Myeloid,B-cell,Tcf3(E2A)deficient_pre-pro-B,none,none,no,rep1-a,Lin2012,GRO-seq,17311563,28858240,0.599882841,0.308342,11419
SRR543418,mouse,Myeloid,B-cell,Tcf3(E2A)deficient_pre-pro-B,none,none,no,rep1-b,Lin2012,GRO-seq,25353525,50385382,0.503192077,0.269728,12848
SRR543419,mouse,Myeloid,B-cell,Rag1_deficient_pro-B,none,none,no,rep1-a,Lin2012,GRO-seq,28723907,43787564,0.655983215,0.3691,10190
SRR543420,mouse,Myeloid,B-cell,Rag1_deficient_pro-B,none,none,no,rep1-b,Lin2012,GRO-seq,34796570,64067514,0.543123462,0.312251,12365
SRR574824,human,ESC,H1,H1,none,none,no,rep1-a,Sigova2013,GRO-seq,3900457,98222246,0.039710525,0.334269,25997
SRR574825,human,ESC,H1,H1,none,none,no,rep1-b,Sigova2013,GRO-seq,46195111,99543214,0.464070921,0.176268,53827
SRR574826,human,ESC,H1,H1,none,none,no,rep1-c,Sigova2013,GRO-seq,22292689,133734815,0.166693235,0.182466,45066
SRR574827,human,ESC,H1,H1,Activin_0hr,Activin_0hr,yes,rep1-a,Sigova2013,GRO-seq,33724293,114141593,0.295460157,0.203328,36960
SRR574828,human,ESC,H1,H1,Activin_0hr,Activin_0hr,yes,rep1-b,Sigova2013,GRO-seq,53977169,133964352,0.402921883,0.224919,33790
SRR574829,human,ESC,H1,H1,Activin_1hr,Activin_1hr,yes,rep1-a,Sigova2013,GRO-seq,49110768,140535674,0.349454104,0.202769,36692
SRR574830,human,ESC,H1,H1,Activin_1hr,Activin_1hr,yes,rep1-b,Sigova2013,GRO-seq,65126050,151483477,0.429921806,0.213548,33688
SRR574831,human,ESC,H1,H1,Activin_48hr,Activin_48hr,yes,rep1-b,Sigova2013,GRO-seq,34976421,83299029,0.419889901,0.251917,32475
SRR579293,human,heart,AC16,AC16,vehicle,none,no,rep1,Danko2013,GRO-seq,19011172,22552183,0.842985887,0.246941,31141
SRR579294,human,heart,AC16,AC16,vehicle,none,no,rep2,Danko2013,GRO-seq,21108181,23983780,0.880102344,0.215484,33557
SRR579295,human,heart,AC16,AC16,TNFa_10min,TNFa_10min,yes,rep1,Danko2013,GRO-seq,18544141,21846644,0.84883248,0.229895,33437
SRR579296,human,heart,AC16,AC16,TNFa_10min,TNFa_10min,yes,rep2,Danko2013,GRO-seq,16237829,18439747,0.880588492,0.192872,38834
SRR579297,human,heart,AC16,AC16,TNFa_30min,TNFa_30min,yes,rep1,Danko2013,GRO-seq,13927759,16498888,0.844163498,0.219626,32182
SRR579298,human,heart,AC16,AC16,TNFa_30min,TNFa_30min,yes,rep2,Danko2013,GRO-seq,19624055,22295988,0.880160816,0.198424,31468
SRR579299,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-a,Danko2013,GRO-seq,3212596,5000000,0.6425192,0.40607,19999
SRR579300,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-b,Danko2013,GRO-seq,3172622,5000000,0.6345244,0.382724,20861
SRR579301,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-c,Danko2013,GRO-seq,2712383,5000000,0.5424766,0.352982,22902
SRR579302,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-d,Danko2013,GRO-seq,3144100,5000000,0.62882,0.379483,21524
SRR579303,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-e,Danko2013,GRO-seq,3097467,5000000,0.6194934,0.382672,21133
SRR579304,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-f,Danko2013,GRO-seq,3214385,5000000,0.642877,0.395879,20236
SRR579305,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-g,Danko2013,GRO-seq,3185204,5000000,0.6370408,0.386564,20765
SRR579306,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-h,Danko2013,GRO-seq,3202996,5000000,0.6405992,0.401584,20078
SRR579307,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-i,Danko2013,GRO-seq,2927768,5000000,0.5855536,0.350807,23101
SRR579308,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-j,Danko2013,GRO-seq,2146378,3423545,0.626946046,0.418999,18148
SRR579309,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep1-k,Danko2013,GRO-seq,3206071,5000000,0.6412142,0.40014,19993
SRR579310,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-a,Danko2013,GRO-seq,3465379,5000000,0.6930758,0.284382,26373
SRR579311,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-b,Danko2013,GRO-seq,963137,1400676,0.687622976,0.446208,11907
SRR579312,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-c,Danko2013,GRO-seq,3424981,5000000,0.6849962,0.275782,27083
SRR579313,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-d,Danko2013,GRO-seq,3422860,5000000,0.684572,0.275784,27304
SRR579314,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-e,Danko2013,GRO-seq,3430183,5000000,0.6860366,0.287777,25836
SRR579315,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-f,Danko2013,GRO-seq,3461856,5000000,0.6923712,0.280845,27022
SRR579316,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-g,Danko2013,GRO-seq,3103182,5000000,0.6206364,0.246037,31040
SRR579317,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-h,Danko2013,GRO-seq,3414412,5000000,0.6828824,0.288247,25610
SRR579318,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep2-i,Danko2013,GRO-seq,1171120,1704215,0.68719029,0.434418,13220
SRR579319,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep3-a,Danko2013,GRO-seq,2886975,5000000,0.577395,0.291936,26636
SRR579320,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep3-b,Danko2013,GRO-seq,2877631,5000000,0.5755262,0.277416,28441
SRR579321,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep3-c,Danko2013,GRO-seq,1200853,2061778,0.582435645,0.394771,14725
SRR579322,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep3-d,Danko2013,GRO-seq,2877703,5000000,0.5755406,0.293538,26293
SRR579323,human,breast_cancer,MCF7,MCF7,vehicle,none,no,rep3-e,Danko2013,GRO-seq,2921448,5000000,0.5842896,0.279178,28240
SRR579324,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-a,Danko2013,GRO-seq,3868050,5000000,0.77361,0.361177,21178
SRR579325,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-b,Danko2013,GRO-seq,3754073,5000000,0.7508146,0.351143,21692
SRR579326,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-c,Danko2013,GRO-seq,3359947,5000000,0.6719894,0.331778,22934
SRR579327,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-d,Danko2013,GRO-seq,3750726,5000000,0.7501452,0.350819,21732
SRR579328,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-e,Danko2013,GRO-seq,3671752,5000000,0.7343504,0.344357,22044
SRR579329,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-f,Danko2013,GRO-seq,3850567,5000000,0.7701134,0.364549,20919
SRR579330,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-g,Danko2013,GRO-seq,3826125,5000000,0.765225,0.358865,21150
SRR579331,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-h,Danko2013,GRO-seq,3842165,5000000,0.768433,0.36381,21000
SRR579332,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-i,Danko2013,GRO-seq,3517598,5000000,0.7035196,0.316808,24346
SRR579333,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-j,Danko2013,GRO-seq,874017,1244883,0.702087666,0.511048,11631
SRR579334,human,breast_cancer,MCF7,MCF7,E2_10min,E2_10min,yes,rep1-k,Danko2013,GRO-seq,3855407,5000000,0.7710814,0.370126,20928
